#               time[s]          Temperature [GK]                tau_ga [s]                tau_ag [s]                tau_ng [s]                tau_gn [s]                tau_pg [s]                tau_gp [s]                tau_np [s]                tau_pn [s]                tau_an [s]                tau_na [s]                tau_ap [s]                tau_pa [s]              tau_beta [s]             tau_alpha [s]             tau_nfiss [s]             tau_sfiss [s]             tau_bfiss [s]
 4.6000000000000002E-01    6.8173609485391156E+00    0.0000000000000000E+00    0.0000000000000000E+00    0.0000000000000000E+00    0.0000000000000000E+00    0.0000000000000000E+00    0.0000000000000000E+00    0.0000000000000000E+00    0.0000000000000000E+00    0.0000000000000000E+00    0.0000000000000000E+00    0.0000000000000000E+00    0.0000000000000000E+00    0.0000000000000000E+00    0.0000000000000000E+00    0.0000000000000000E+00    0.0000000000000000E+00    0.0000000000000000E+00
 4.6000000000009772E-01    6.8173609485365132E+00    3.3493606868408714E-07    1.6971504793154676E-08    3.6022776653727812E-15    4.4289795663493021E-15    4.6980272730683062E-12    3.3895339568116362E-10    1.2668650690203155E-15    1.2824365766548807E-15    6.4210937897603033E-10    6.4122579334589618E-10    6.5007418359287133E-09    7.5789874899146737E-09    2.0764545148316070E-02    7.6358770729992480E+16    7.6358770729992480E+16    7.6358770729992480E+16    7.6358770729992480E+16
 4.6000000000015878E-01    6.8173609485348843E+00    2.5409826640001416E-07    1.3480162415886645E-08    7.2001002667381086E-15    8.7934320174232807E-15    8.0285475259327442E-12    5.3602132012623424E-10    2.0076681885337999E-15    2.0272052180243729E-15    5.0887659307878487E-10    5.0712973361340825E-10    5.1316904557159337E-09    6.0645652163791278E-09    4.1139753162883333E-02    1.5089026215714742E+17    1.5089026215714742E+17    1.5089026215714742E+17    1.5089026215714742E+17
 4.6000000000032104E-01    6.8173609485305615E+00    2.3996163553303793E-07    1.3186817385622806E-08    1.7990206584963663E-14    2.1930707619296011E-14    1.9804448197288064E-11    1.2961329917189043E-09    4.8801593569279494E-15    4.9251689772368274E-15    4.9737468274309125E-10    4.9484856634797406E-10    5.0676444445034215E-09    6.0466941887883961E-09    1.0039673165321003E-01    3.6581128285322739E+17    3.6581128285322739E+17    3.6581128285322739E+17    3.6581128285322739E+17
 4.6000000000079316E-01    6.8173609485179831E+00    2.4447692331773761E-07    1.4129558162025582E-08    5.0015547401688116E-14    6.0284962599798158E-14    5.8178430813345233E-11    3.7513863168045247E-09    1.4321798374354044E-14    1.4453505979922295E-14    5.3222714678555417E-10    5.2875961909122351E-10    5.6448496779528130E-09    6.8310936608981006E-09    2.6148379528168025E-01    9.3621299542478861E+17    9.3621299542478861E+17    9.3621299542478861E+17    9.3621299542478861E+17
 4.6000000000112040E-01    6.8173609485092639E+00    2.4864961181203843E-07    1.4789959097455411E-08    7.2660899716718905E-14    8.6958770003986711E-14    8.7687955364836228E-11    5.6026829263546009E-09    2.1575807822007457E-14    2.1773981630598653E-14    5.5663046008197551E-10    5.5264010504545349E-10    6.0679330694407150E-09    7.4052362627991327E-09    3.6395949958863483E-01    1.2888777824500754E+18    1.2888777824500754E+18    1.2888777824500754E+18    1.2888777824500754E+18
 4.6000000000159819E-01    6.8173609484965336E+00    2.5469977393541601E-07    1.5747769166701552E-08    1.0614575362690199E-13    1.2584352055555883E-13    1.3480928735118732E-10    8.5097992336218068E-09    3.3147933522142252E-14    3.3451876123325309E-14    5.9199577374787584E-10    5.8727701495837224E-10    6.7051033972225304E-09    8.2783519929575078E-09    5.0119898722548084E-01    1.7492811507995904E+18    1.7492811507995904E+18    1.7492811507995904E+18    1.7492811507995904E+18
 4.6000000000232116E-01    6.8173609484772726E+00    2.6339569053343385E-07    1.7184393965321359E-08    1.5761366877846096E-13    1.8456270525157303E-13    2.1512183875615583E-10    1.3364303725375993E-08    5.2845588376983629E-14    5.3328957054316806E-14    6.4498064860558998E-10    6.3918549612590948E-10    7.7097027355285029E-09    9.6775004480172144E-09    6.8518955290284278E-01    2.3460763994624415E+18    2.3460763994624415E+18    2.3460763994624415E+18    2.3460763994624415E+18
 4.6000000000342628E-01    6.8173609484478268E+00    2.7551509209761849E-07    1.9354721091110478E-08    2.3773139778070490E-13    2.7406677219854951E-13    3.5853560267386948E-10    2.1827729785527782E-08    8.7958252796864004E-14    8.8759962943124813E-14    7.2489395170950034E-10    7.1747829276333737E-10    9.3325696050717653E-09    1.1994601435769088E-08    9.2259643586489248E-01    3.0834661730162145E+18    3.0834661730162145E+18    3.0834661730162145E+18    3.0834661730162145E+18
 4.6000000000479041E-01    6.8173609484114799E+00    2.8878944945207794E-07    2.2005574419025702E-08    3.3869288229773107E-13    3.8452699235060974E-13    5.7011545671870348E-10    3.4021821511406211E-08    1.3965391979882996E-13    1.4092159592476186E-13    8.2229029978826364E-10    8.1289914257000307E-10    1.1475966279495589E-08    1.5155563610598354E-08    1.1614993031934755E+00    3.7907510373212273E+18    3.7907510373212273E+18    3.7907510373212273E+18    3.7907510373212273E+18
