#               time[s]          Temperature [GK]                tau_ga [s]                tau_ag [s]                tau_ng [s]                tau_gn [s]                tau_pg [s]                tau_gp [s]                tau_np [s]                tau_pn [s]                tau_an [s]                tau_na [s]                tau_ap [s]                tau_pa [s]              tau_beta [s]             tau_alpha [s]             tau_nfiss [s]             tau_sfiss [s]             tau_bfiss [s]
 5.0800000000000001E-01    6.5837135856508420E+00    1.6665310134058633E-05    1.6640944867876065E-05    2.2166812712814436E-12    2.2166812721521376E-12    1.4954892901106179E-06    1.4951661839884897E-06    3.4633852640542301E-09    3.4633746926200766E-09    1.7834463173713933E-09    1.7834438444400300E-09    1.1466208731627248E-05    1.1371188634082531E-05    5.5307076800358534E-01    1.7444131745469548E+18    1.7444131745469548E+18    1.7444131745469548E+18    1.7444131745469548E+18
 5.1135297617522069E-01    6.5045553852146112E+00    2.2746054207524956E-05    2.2715477830720360E-05    1.9758160142908465E-12    1.9758160160140140E-12    2.2276544041213663E-06    2.2256758243547930E-06    5.1035672208154739E-09    5.1035391429376453E-09    2.3754353063729965E-09    2.3754314302242196E-09    1.9355768695984812E-05    1.9107852247819095E-05    5.0003274209999171E-01    1.5185671041823770E+18    1.5185671041823770E+18    1.5185671041823770E+18    1.5185671041823770E+18
 5.1465610115571658E-01    6.4275047697028445E+00    3.2064579051850621E-05    3.2025303927731004E-05    1.8012261270524094E-12    1.8012261287132178E-12    3.4337862435941947E-06    3.4279116029696594E-06    7.7240809482176909E-09    7.7240165990242864E-09    3.2516901771771427E-09    3.2516841872205730E-09    3.3677953460194786E-05    3.3043534892004050E-05    4.5491501988297711E-01    1.3370058641062413E+18    1.3370058641062413E+18    1.3370058641062413E+18    1.3370058641062413E+18
 5.1653261648012094E-01    6.3841393203301742E+00    3.9548768794118117E-05    3.9502878236576306E-05    1.7274430683878661E-12    1.7274430698853065E-12    4.4633087676706725E-06    4.4533331481130659E-06    9.9014143589324300E-09    9.9013150577110364E-09    3.9341778941628564E-09    3.9341702912948236E-09    4.6821587200806552E-05    4.5746731763580332E-05    4.3252158666277096E-01    1.2500129420886321E+18    1.2500129420886321E+18    1.2500129420886321E+18    1.2500129420886321E+18
 5.1900000000000002E-01    6.3275641235020128E+00    5.2897270778822587E-05    5.2840004277068699E-05    1.6558450680386800E-12    1.6558450695212121E-12    6.4116358824940304E-06    6.3925947775474488E-06    1.3908650498569515E-08    1.3908479984677692E-08    5.1155618751743621E-09    5.1155514724084860E-09    7.3253143059449810E-05    7.1122543835433515E-05    4.0667836936180696E-01    1.1518799386524012E+18    1.1518799386524012E+18    1.1518799386524012E+18    1.1518799386524012E+18
 5.2122068787843367E-01    6.2770742690110710E+00    6.9666053379148209E-05    6.9594865940203045E-05    1.6140855261299336E-12    1.6140855273877977E-12    9.0311716653732841E-06    8.9981282545201846E-06    1.9118407401531029E-08    1.9118135749966882E-08    6.5497702684272550E-09    6.5497567625746451E-09    1.1093794739490111E-04    1.0703142159988837E-04    3.8677428871494585E-01    1.0779227998391702E+18    1.0779227998391702E+18    1.0779227998391702E+18    1.0779227998391702E+18
 5.2366540897667124E-01    6.2219565327097817E+00    9.5667268729996864E-05    9.5574708773755456E-05    1.5906987431304025E-12    1.5906987438852375E-12    1.3407254021370637E-05    1.3347851623557267E-05    2.7489147891606768E-08    2.7488701879375077E-08    8.6935900001362962E-09    8.6935725151428110E-09    1.7723135962518846E-04    1.6969653671872951E-04    3.6821732694444714E-01    1.0104666370050307E+18    1.0104666370050307E+18    1.0104666370050307E+18    1.0104666370050307E+18
 5.2532315815838837E-01    6.1848571812112976E+00    1.1956793167248160E-04    1.1945556749801916E-04    1.5872216646844226E-12    1.5872216653751588E-12    1.7715308414602819E-05    1.7627527462072100E-05    3.5427351706018604E-08    3.5426732792676624E-08    1.0600628895385943E-08    1.0600607877711776E-08    2.4497598834827690E-04    2.3328319249770103E-04    3.5740907876224043E-01    9.7209524553610534E+17    9.7209524553610534E+17    9.7209524553610534E+17    9.7209524553610534E+17
 5.2760232744909841E-01    6.1342117176055542E+00    1.6408812687207817E-04    1.6393768374232547E-04    1.5975906864663090E-12    1.5975906870625506E-12    2.6352779650082563E-05    2.6203340093649216E-05    5.0691277394370202E-08    5.0690313590492492E-08    1.4035536752100666E-08    1.4035509905068538E-08    3.8495083247688962E-04    3.6371573239541008E-04    3.4452813495976947E-01    9.2779161402365619E+17    9.2779161402365619E+17    9.2779161402365619E+17    9.2779161402365619E+17
 5.3000000000000003E-01    6.0813805485543115E+00    2.3160005342065933E-04    2.3138745706109278E-04    1.6263632127249224E-12    1.6263632133955694E-12    4.0720156404225315E-05    4.0459149700241542E-05    7.4736832385855154E-08    7.4735307911573671E-08    1.9038260915286139E-08    1.9038225910753162E-08    6.2390988411848780E-04    5.8448505481313074E-04    3.3295921541995654E-01    8.9023782541855526E+17    8.9023782541855526E+17    8.9023782541855526E+17    8.9023782541855526E+17
 5.3245596641610482E-01    6.0277366178222556E+00    3.3344134557262734E-04    3.3312246435005037E-04    1.6738245305696450E-12    1.6738245309867863E-12    6.4752731829395999E-05    6.4289831540516749E-05    1.1250911089482431E-07    1.1250667620960549E-07    2.6271936977458308E-08    2.6271892865926438E-08    1.0299824894801374E-03    9.5632946970136700E-04    3.2263498101325527E-01    8.5976638700992934E+17    8.5976638700992934E+17    8.5976638700992934E+17    8.5976638700992934E+17
 5.3500000000000003E-01    5.9726679957275506E+00    4.9207362250511385E-04    4.9155796562684779E-04    1.7415739023699553E-12    1.7415739028351192E-12    1.0671776299810217E-04    1.0587596504271567E-04    1.7386848197861012E-07    1.7386454352860736E-07    3.7050949326310224E-08    3.7050891985654932E-08    1.7413860516624494E-03    1.6019897635534666E-03    3.1290484180760686E-01    8.3510834264733888E+17    8.3510834264733888E+17    8.3510834264733888E+17    8.3510834264733888E+17
 5.3715350638116088E-01    5.9264461654290255E+00    6.8991904978713871E-04    6.8910609958511596E-04    1.8137574002649862E-12    1.8137574007061199E-12    1.6530854151363514E-04    1.6390483545887662E-04    2.5348849287655582E-07    2.5348258585751035E-07    4.9958495771349110E-08    4.9958424973935158E-08    2.7267707564394184E-03    2.4892353860006692E-03    3.0499701219579145E-01    8.1868408545128397E+17    8.1868408545128397E+17    8.1868408545128397E+17    8.1868408545128397E+17
 5.3944401608770776E-01    5.8776762615689657E+00    9.9588267431025522E-04    9.9450598663922921E-04    1.9055652817524971E-12    1.9055652821164477E-12    2.6703445762375489E-04    2.6459868396590177E-04    3.8159792461181107E-07    3.8158869396209199E-07    6.9182894548875858E-08    6.9182807207365980E-08    4.4088719254731625E-03    3.9923828077210802E-03    2.9659745868839482E-01    8.0485850629812378E+17    8.0485850629812378E+17    8.0485850629812378E+17    8.0485850629812378E+17
