#               time[s]          Temperature [GK]                tau_ga [s]                tau_ag [s]                tau_ng [s]                tau_gn [s]                tau_pg [s]                tau_gp [s]                tau_np [s]                tau_pn [s]                tau_an [s]                tau_na [s]                tau_ap [s]                tau_pa [s]              tau_beta [s]             tau_alpha [s]             tau_nfiss [s]             tau_sfiss [s]             tau_bfiss [s]
 5.2877461403032400E-01    6.9999999930000003E+00    4.5478573693161851E+18    4.5478573693161851E+18    4.5478573693161851E+18    4.5478573693161851E+18    4.5478573693161851E+18    4.5478573693161851E+18    4.5478573693161851E+18    4.5478573693161851E+18    4.5478573693161851E+18    4.5478573693161851E+18    4.5478573693161851E+18    4.5478573693161851E+18    1.1187030568416525E+00    4.5478573693161851E+18    4.5478573693161851E+18    4.5478573693161851E+18    4.5478573693161851E+18
 5.2877461403036208E-01    6.9999999929991086E+00    7.3550566405164711E-06    7.3403449360229912E-06    6.8548784430500724E-12    6.7465915685537592E-12    3.9763734182262294E-07    3.9779343114306309E-07    9.4917955565284962E-10    9.5548213482245126E-10    8.7494962531033485E-10    8.7424487958976608E-10    1.6153986158012303E-06    1.5857878361564104E-06    1.1190382938407879E+00    4.5478576662342497E+18    4.5478576662342497E+18    4.5478576662342497E+18    4.5478576662342497E+18
 5.2877461403043269E-01    6.9999999929974512E+00    7.3592174014242751E-06    7.3404850892379958E-06    6.8610865461459238E-12    6.8794063150121830E-12    3.9750234232362035E-07    3.9777684564168627E-07    9.5039050426128236E-10    9.5532037752662699E-10    8.7484235495152215E-10    8.7516014526410122E-10    1.6137162190818888E-06    1.5876100490552816E-06    1.1192434890191951E+00    4.5478576726437448E+18    4.5478576726437448E+18    4.5478576726437448E+18    4.5478576726437448E+18
 5.2877461403058235E-01    6.9999999929939420E+00    7.3643958218790027E-06    7.3412158105188971E-06    6.8686688291406878E-12    6.9204989087011864E-12    3.9734119361901705E-07    3.9789362650302179E-07    9.5188834335085175E-10    9.5502148242712768E-10    8.7473519676352861E-10    8.7529897643138068E-10    1.6133865423693036E-06    1.5894903502909598E-06    1.1192596161155688E+00    4.5478572051372431E+18    4.5478572051372431E+18    4.5478572051372431E+18    4.5478572051372431E+18
 5.2877461403101156E-01    6.9999999929838772E+00    7.3700719386242222E-06    7.3425859943992020E-06    6.8824179606302795E-12    6.9189990775326123E-12    3.9722848864748071E-07    3.9897575048205680E-07    9.5594487454895187E-10    9.5478010369057189E-10    8.7468157794632853E-10    8.7541046937363754E-10    1.6137033759757123E-06    1.5922109600105036E-06    1.1190680051596200E+00    4.5478555748046643E+18    4.5478555748046643E+18    4.5478555748046643E+18    4.5478555748046643E+18
 5.2877461403756454E-01    6.9999999928302135E+00    7.3546535417765217E-06    7.3494021265164646E-06    6.8986875369137210E-12    6.8993322275116959E-12    4.0061008397122441E-07    4.0211941116378969E-07    9.6397280781297875E-10    9.6249856370602219E-10    8.7503406224708299E-10    8.7569410236675416E-10    1.6224941001252011E-06    1.5961120931039017E-06    1.1187777378134633E+00    4.5478221198370033E+18    4.5478221198370033E+18    4.5478221198370033E+18    4.5478221198370033E+18
 5.2877461608336018E-01    6.9999999448575183E+00    7.4053494363770485E-06    7.3874421518826048E-06    6.7955695550699661E-12    6.7956265108197791E-12    3.9970433449160338E-07    4.0019384444347247E-07    9.5933733314884686E-10    9.5933997094067743E-10    8.7987341842944749E-10    8.8038261704013467E-10    1.6043233073894374E-06    1.6014056710372652E-06    1.1162477910953272E+00    4.5376170947418230E+18    4.5376170947418230E+18    4.5376170947418230E+18    4.5376170947418230E+18
 5.2877667927204663E-01    6.9999515644720010E+00    7.4122925645203822E-06    7.3995264061001239E-06    6.7730433856429520E-12    6.7730432133215679E-12    4.0000979923431372E-07    4.0057006845730973E-07    9.5958404859246426E-10    9.5958700898055191E-10    8.8151689370415291E-10    8.8151648458606396E-10    1.6037998344002447E-06    1.6030916667762712E-06    1.1155406926387366E+00    4.5348729061649331E+18    4.5348729061649331E+18    4.5348729061649331E+18    4.5348729061649331E+18
 5.2984983102864491E-01    6.9748321441189223E+00    7.5624879578283934E-06    7.5494668272602538E-06    6.3385333225093955E-12    6.3385331989760238E-12    4.1986942846811911E-07    4.2043924105802517E-07    1.0057613650833747E-09    1.0057642431047082E-09    8.9494424261455050E-10    8.9494376203324511E-10    1.7334281605966319E-06    1.7325329443962376E-06    1.0855862743263056E+00    4.3334545829546327E+18    4.3334545829546327E+18    4.3334545829546327E+18    4.3334545829546327E+18
 5.3300000000000003E-01    6.9016151399355952E+00    7.9905945098301368E-06    7.9767604192366027E-06    5.2210681201761454E-12    5.2210680498816681E-12    4.7566912931007593E-07    4.7625381105827528E-07    1.1465678630440363E-09    1.1465707612836339E-09    9.3324872185307601E-10    9.3324822218036433E-10    2.2018960527250417E-06    2.2001676863827297E-06    9.8382986099893610E-01    3.7219909003834173E+18    3.7219909003834173E+18    3.7219909003834173E+18    3.7219909003834173E+18
 5.3637037844139801E-01    6.8241308144632180E+00    8.8349844643251900E-06    8.8197583579278258E-06    4.3531084318652405E-12    4.3531084015715245E-12    5.6630438266498820E-07    5.6691554394041068E-07    1.3782681201827624E-09    1.3782709174644507E-09    1.0192379652356919E-09    1.0192372474048243E-09    2.9739859080047954E-06    2.9702846185262159E-06    8.8524669644889575E-01    3.1708870003936466E+18    3.1708870003936466E+18    3.1708870003936466E+18    3.1708870003936466E+18
 5.3976273688038834E-01    6.7470195953181733E+00    1.0179186436307463E-05    1.0161941580421992E-05    3.6977596015078436E-12    3.6977595865879150E-12    7.0305352736930210E-07    7.0368440912250999E-07    1.7286251251738094E-09    1.7286275178558829E-09    1.1600251170041774E-09    1.1600242004685112E-09    4.1955394989013936E-06    4.1871669292437499E-06    7.9704749845735567E-01    2.7111837933043528E+18    2.7111837933043528E+18    2.7111837933043528E+18    2.7111837933043528E+18
 5.4300000000000004E-01    6.6742464619370141E+00    1.2090110007975827E-05    1.2070236177140910E-05    3.2098278152349081E-12    3.2098278071546638E-12    8.9782394507943363E-07    8.9842543014039346E-07    2.2248306650049991E-09    2.2248317552691879E-09    1.3603541480740419E-09    1.3603530022083833E-09    6.0436830234864902E-06    6.0247175776572034E-06    7.2268747403157840E-01    2.3482198663510579E+18    2.3482198663510579E+18    2.3482198663510579E+18    2.3482198663510579E+18
 5.4638521669549101E-01    6.5989867777616569E+00    1.5040218675513859E-05    1.5016653549686388E-05    2.8024268898901521E-12    2.8024268875384631E-12    1.2074982832928617E-06    1.2079106617773936E-06    3.0042578753253023E-09    3.0042554927018636E-09    1.6662797369227329E-09    1.6662780091680254E-09    9.1940970168859617E-06    9.1480297329889112E-06    6.5379146892302842E-01    2.0336435913704612E+18    2.0336435913704612E+18    2.0336435913704612E+18    2.0336435913704612E+18
 5.4977680772532089E-01    6.5244364108046184E+00    1.9454285942168984E-05    1.9425717225213636E-05    2.4768935970858144E-12    2.4768935977196497E-12    1.6928115646375277E-06    1.6926183236272370E-06    4.2050556930365651E-09    4.2050448166546559E-09    2.1153587980996068E-09    2.1153561887989712E-09    1.4549260650753987E-05    1.4434818420418470E-05    5.9250423126224683E-01    1.7722959658115796E+18    1.7722959658115796E+18    1.7722959658115796E+18    1.7722959658115796E+18
 5.5300000000000005E-01    6.4543682792336119E+00    2.5697718157929658E-05    2.5662671047705836E-05    2.2337919215896779E-12    2.2337919232566258E-12    2.4185244685123313E-06    2.4168764886438301E-06    5.9645010679094998E-09    5.9644727328505324E-09    2.7346943927526380E-09    2.7346904627618859E-09    2.3296750725147010E-05    2.3023572840123050E-05    5.4084969983503739E-01    1.5650879199512497E+18    1.5650879199512497E+18    1.5650879199512497E+18    1.5650879199512497E+18
 5.5635621147718550E-01    6.3822080677712796E+00    3.5450701164742066E-05    3.5406214181059945E-05    2.0432137952985747E-12    2.0432137969603911E-12    3.6277500222787679E-06    3.6226604730139948E-06    8.8250623167654567E-09    8.8249972840459413E-09    3.6718977892221557E-09    3.6718918900915740E-09    3.9310389048266789E-05    3.8639342798587775E-05    4.9387789246781555E-01    1.3859837513486935E+18    1.3859837513486935E+18    1.3859837513486935E+18    1.3859837513486935E+18
 5.5968098066857586E-01    6.3115193626555914E+00    5.0189201040314913E-05    5.0131097192769185E-05    1.9116830685712585E-12    1.9116830699879999E-12    5.5958118610703889E-06    5.5833928179803223E-06    1.3341422704745546E-08    1.3341287386373573E-08    5.0351050891983295E-09    5.0350963756000738E-09    6.7949668673324647E-05    6.6340033189416132E-05    4.5448053147456291E-01    1.2415028625946424E+18    1.2415028625946424E+18    1.2415028625946424E+18    1.2415028625946424E+18
 5.6299999999999994E-01    6.2417338229201009E+00    7.2897526248259166E-05    7.2818922422026965E-05    1.8308915276545395E-12    1.8308915288612619E-12    8.8916439759155872E-06    8.8641103409571457E-06    2.0626899530693324E-08    2.0626633744023605E-08    7.0467226461612503E-09    7.0467100021358113E-09    1.2023716904182211E-04    1.1645208964794913E-04    4.2219142746459043E-01    1.1264350976120680E+18    1.1264350976120680E+18    1.1264350976120680E+18    1.1264350976120680E+18
 5.6599999999999995E-01    6.1793201280762586E+00    1.0430890937623156E-04    1.0420201183512460E-04    1.7961570451183821E-12    1.7961570463229857E-12    1.3869794700137391E-05    1.3815520984743313E-05    3.1167117468948096E-08    3.1166643726585119E-08    9.7078383478184655E-09    9.7078207341204797E-09    2.0496970456190130E-04    1.9690012990803126E-04    3.9857482278150402E-01    1.0442619464416960E+18    1.0442619464416960E+18    1.0442619464416960E+18    1.0442619464416960E+18
 5.6834598068281050E-01    6.1309481819106502E+00    1.3984934065522494E-04    1.3970994740506812E-04    1.7916056438004725E-12    1.7916056445228462E-12    1.9978710481698536E-05    1.9887726129710493E-05    4.3562359592289200E-08    4.3561624421393507E-08    1.2601554668241103E-08    1.2601532827939707E-08    3.1412458553523010E-04    2.9968030736673984E-04    3.8330298802948393E-01    9.9240080397106291E+17    9.9240080397106291E+17    9.9240080397106291E+17    9.9240080397106291E+17
 5.7100257981343527E-01    6.0766285935967996E+00    1.9745727226681709E-04    1.9726337454399704E-04    1.8083856891423209E-12    1.8083856899883639E-12    3.0758356736420886E-05    3.0596189582422870E-05    6.4428710160290815E-08    6.4427517065995256E-08    1.7110097882110878E-08    1.7110068915991462E-08    5.1391103174026160E-04    4.8625768617185119E-04    3.6877718996649517E-01    9.4477763273417907E+17    9.4477763273417907E+17    9.4477763273417907E+17    9.4477763273417907E+17
 5.7203073556674433E-01    6.0557352593165552E+00    2.2644727063117793E-04    2.2622488074106265E-04    1.8207991127827156E-12    1.8207991135712974E-12    3.6536157662798572E-05    3.6333513857809289E-05    7.5216062195433811E-08    7.5214626019702869E-08    1.9315188773114177E-08    1.9315156824329752E-08    6.2313028514329044E-04    5.8767078917885290E-04    3.6380341811880840E-01    9.2909925797321536E+17    9.2909925797321536E+17    9.2909925797321536E+17    9.2909925797321536E+17
 5.7401020279859527E-01    6.0157122333444208E+00    2.9631812115555814E-04    2.9602372924168448E-04    1.8535894774643371E-12    1.8535894781578723E-12    5.1300821856761255E-05    5.0989583100711984E-05    1.0184410793489802E-07    1.0184206044464249E-07    2.4498577721244218E-08    2.4498539241208628E-08    9.0576718108730653E-04    8.4876662601971408E-04    3.5504024462810352E-01    9.0268338874308966E+17    9.0268338874308966E+17    9.0268338874308966E+17    9.0268338874308966E+17
 5.7538776055828045E-01    5.9880154695344743E+00    3.5874112563171796E-04    3.5837852228236088E-04    1.8831153425706421E-12    1.8831153431743167E-12    6.5377112988832748E-05    6.4957322510582945E-05    1.2624134184516457E-07    1.2623872512041132E-07    2.9002854512520672E-08    2.9002811114356222E-08    1.1775166604588419E-03    1.0984705869211135E-03    3.4943041782293222E-01    8.8689923671710259E+17    8.8689923671710259E+17    8.8689923671710259E+17    8.8689923671710259E+17
 5.7778461230528466E-01    5.9401286973640568E+00    5.0405093454488877E-04    5.0351465578727913E-04    1.9473554051006995E-12    1.9473554055167329E-12    1.0089685416132213E-04    1.0018857177912711E-04    1.8475279732765258E-07    1.8474879474661780E-07    3.9153495998681513E-08    3.9153442901027230E-08    1.8654120589170549E-03    1.7266696743607488E-03    3.4031682653367368E-01    8.6380871335722534E+17    8.6380871335722534E+17    8.6380871335722534E+17    8.6380871335722534E+17
 5.8035669366462250E-01    5.8891668990216433E+00    7.3281323783874731E-04    7.3195876865551912E-04    2.0343669393362523E-12    2.0343669396263035E-12    1.6335296652077736E-04    1.6210386486868267E-04    2.8064923162956082E-07    2.8064290215789715E-07    5.4498356675250011E-08    5.4498290879233774E-08    3.0698286182345479E-03    2.8178971145157040E-03    3.3107446839428989E-01    8.4427145140687168E+17    8.4427145140687168E+17    8.4427145140687168E+17    8.4427145140687168E+17
 5.8368223066645231E-01    5.8239240893759447E+00    1.2043951107708561E-03    1.2027276807657855E-03    2.1746528133011093E-12    2.1746528136063402E-12    3.1194794624948060E-04    3.0931432373707278E-04    4.8842455771613966E-07    4.8841293654593028E-07    8.4657523596052856E-08    8.4657436203544646E-08    5.8800434029409095E-03    5.3402708588261398E-03    3.1918485940314512E-01    8.2535455901056589E+17    8.2535455901056589E+17    8.2535455901056589E+17    8.2535455901056589E+17
 5.8516422975322002E-01    5.7950824537478152E+00    1.5094755919651524E-03    1.5071856207800988E-03    2.2475728661223434E-12    2.2475728666033323E-12    4.1969971705229302E-04    4.1600861384687908E-04    6.2811602360712904E-07    6.2810074363328272E-07    1.0348981149169324E-07    1.0348971009962018E-07    7.8706096024573347E-03    7.1147716147873779E-03    3.1370906519731417E-01    8.1876553240681190E+17    8.1876553240681190E+17    8.1876553240681190E+17    8.1876553240681190E+17
 5.8696382459445340E-01    5.7602519474103531E+00    1.9923915666060230E-03    1.9889888169001245E-03    2.3451353928706862E-12    2.3451353932153422E-12    6.0581366450089102E-04    6.0022670466767559E-04    8.5560172887840412E-07    8.5558024129989902E-07    1.3257132747116260E-07    1.3257121345420790E-07    1.1231294164344882E-02    1.0096038115379095E-02    3.0680924033687185E-01    8.1200462870022720E+17    8.1200462870022720E+17    8.1200462870022720E+17    8.1200462870022720E+17
 5.8899999999999997E-01    5.7210948776030852E+00    2.7393974205994131E-03    2.7340268392968101E-03    2.4678200493940085E-12    2.4678200499059073E-12    9.2573307898301954E-04    9.1674276593025608E-04    1.2195007709262034E-06    1.2194682623767412E-06    1.7632025407993408E-07    1.7632011770359528E-07    1.6828298641063097E-02    1.5033155664919138E-02    2.9860690368564557E-01    8.0574503888197901E+17    8.0574503888197901E+17    8.0574503888197901E+17    8.0574503888197901E+17
 5.9119864311404302E-01    5.6791122743082889E+00    3.8826858095124418E-03    3.8738777468906079E-03    2.6157446713990180E-12    2.6157446719467994E-12    1.4781552219881242E-03    1.4630004054357049E-03    1.7977045215138832E-06    1.7976523041634375E-06    2.4133577946700744E-07    2.4133562158184881E-07    2.6107090837556225E-02    2.3167852126832651E-02    2.8925123339824155E-01    8.0035079125325402E+17    8.0035079125325402E+17    8.0035079125325402E+17    8.0035079125325402E+17
 5.9336993650477332E-01    5.6379542697634379E+00    5.5062321283773086E-03    5.4919571474700071E-03    2.7787702221768071E-12    2.7787702227437268E-12    2.3700468799905143E-03    2.3444407158178322E-03    2.6513065360109415E-06    2.6512222320158203E-06    3.3104074655658989E-07    3.3104057016802908E-07    4.0388842926420636E-02    3.5611784191688027E-02    2.7954648153944922E-01    7.9614857566777997E+17    7.9614857566777997E+17    7.9614857566777997E+17    7.9614857566777997E+17
 5.9599999999999997E-01    5.5884993098042361E+00    8.4602024846670357E-03    8.4350093598981810E-03    3.0007714901889041E-12    3.0007714907719892E-12    4.2526362490840092E-03    4.2037277564358384E-03    4.2736755424384393E-06    4.2735176878199331E-06    4.8939391322135170E-07    4.8939372596980818E-07    6.8773437375747440E-02    6.0179865031397627E-02    2.6733166044974233E-01    7.9224234541690099E+17    7.9224234541690099E+17    7.9224234541690099E+17    7.9224234541690099E+17
 5.9820954942162652E-01    5.5472870458205783E+00    1.2199729346972658E-02    1.2159945284411937E-02    3.2097865167401260E-12    3.2097865174693972E-12    7.0220568898636537E-03    6.9369844353660316E-03    6.4180329771729293E-06    6.4177455207245710E-06    6.8434856694097774E-07    6.8434838693242777E-07    1.0791347851112586E-01    9.3846053507255819E-02    2.5687426023129339E-01    7.8974980927622182E+17    7.8974980927622182E+17    7.8974980927622182E+17    7.8974980927622182E+17
 6.0076341134372069E-01    5.5000312071746080E+00    1.8732421320276912E-02    1.8666935377132297E-02    3.4793402487331403E-12    3.4793402494607329E-12    1.2678568892538645E-02    1.2515518971489961E-02    1.0331040658951568E-05    1.0330447352464586E-05    1.0161722307495585E-06    1.0161721310199846E-06    1.8236871498744742E-01    1.5750948761769892E-01    2.4483261774089238E-01    7.8756154962925901E+17    7.8756154962925901E+17    7.8756154962925901E+17    7.8756154962925901E+17
 6.0329018913218102E-01    5.4536727151044255E+00    2.8800088168924359E-02    2.8696957741226988E-02    3.7782557021996373E-12    3.7782557030755295E-12    2.3001668453146926E-02    2.2688161017892262E-02    1.6645455571954856E-05    1.6644239219203916E-05    1.5147079133443207E-06    1.5147080149369126E-06    3.0778269948629466E-01    2.6414209459328908E-01    2.3323425836918388E-01    7.8595932686754074E+17    7.8595932686754074E+17    7.8595932686754074E+17    7.8595932686754074E+17
 6.0586148211576418E-01    5.4068986196465607E+00    4.4860675417212552E-02    4.4705016554228059E-02    4.1181135219089692E-12    4.1181135229364050E-12    4.2605943866831211E-02    4.1991177850795335E-02    2.7196529052583205E-05    2.7193709109800493E-05    2.2915484806856936E-06    2.2915490618962731E-06    5.2640634909684592E-01    4.4914312594376798E-01    2.2200698717683179E-01    7.8476327820581952E+17    7.8476327820581952E+17    7.8476327820581952E+17    7.8476327820581952E+17
 6.0829742123867725E-01    5.3629568300196118E+00    6.8578150577825847E-02    6.8362387477751377E-02    4.4755586101392960E-12    4.4755586113789683E-12    7.7052527863686826E-02    7.5882521997961486E-02    4.3502188142782310E-05    4.3495674877985584E-05    3.4149357168627256E-06    3.4149372369888441E-06    8.7833489654110630E-01    7.4587550898817256E-01    2.1206848947770587E-01    7.8393454839360102E+17    7.8393454839360102E+17    7.8393454839360102E+17    7.8393454839360102E+17
 6.1089154482587438E-01    5.3165541417663578E+00    1.0819009998570672E-01    1.0791517436796896E-01    4.8965958078835514E-12    4.8965958093729887E-12    1.4592754036417785E-01    1.4359897753507275E-01    7.2032354717985376E-05    7.2016095382974817E-05    5.2551451851932368E-06    5.2551486972613442E-06    1.5197528838288752E+00    1.2854570370624026E+00    2.0234294446905143E-01    7.8329451252939123E+17    7.8329451252939123E+17    7.8329451252939123E+17    7.8329451252939123E+17
 6.1325633513525979E-01    5.2746035928893100E+00    1.6431931116863871E-01    1.6403299574779032E-01    5.3185775016231080E-12    5.3185775033972642E-12    2.6257629691283169E-01    2.5821787483614994E-01    1.1438026115553314E-04    1.1434194325018137E-04    7.8179761369790221E-06    7.8179830499328638E-06    2.5096928667707172E+00    2.1176426648173052E+00    1.9428883799643909E-01    7.8287350749005043E+17    7.8287350749005043E+17    7.8287350749005043E+17    7.8287350749005043E+17
 6.1592349029057614E-01    5.2276862684602676E+00    2.6340646085647135E-01    2.6326022115462955E-01    5.8403323843884618E-12    5.8403323864441639E-12    5.1117805602554844E-01    5.0238281657918571E-01    1.9299506502746204E-04    1.9289323243288554E-04    1.2268847644199331E-05    1.2268861757013178E-05    4.4209058532174526E+00    3.7260306702633734E+00    1.8613177707342304E-01    7.8253477823511898E+17    7.8253477823511898E+17    7.8253477823511898E+17    7.8253477823511898E+17
 6.1811823625688322E-01    5.1893921494856787E+00    3.8770208837737402E-01    3.8795144846227991E-01    6.3077721417529014E-12    6.3077721441429259E-12    8.8496173532885181E-01    8.6941248639929947E-01    2.9678431295128573E-04    2.9655433922933747E-04    1.7771997741239695E-05    1.7772021939274669E-05    7.0350469404958194E+00    5.9320706257709688E+00    1.8012888122457171E-01    7.8233579109972173E+17    7.8233579109972173E+17    7.8233579109972173E+17    7.8233579109972173E+17
 6.2000000000000000E-01    5.1567824117856622E+00    5.3832958027052258E-01    5.3930804100913743E-01    6.7371943861559280E-12    6.7371943888214675E-12    1.4148315797175266E+00    1.3897062030716445E+00    4.2869213975145650E-04    4.2823137177806536E-04    2.4363572316263764E-05    2.4363609723310863E-05    1.0452231335903868E+01    8.8264537377245986E+00    1.7546468786648034E-01    7.8220793894875290E+17    7.8220793894875290E+17    7.8220793894875290E+17    7.8220793894875290E+17
 6.2214938152612420E-01    5.1197856609687946E+00    7.7872869229955122E-01    7.8130218267004548E-01    7.2615136197775709E-12    7.2615136227984813E-12    2.4094199136097196E+00    2.3665689157177949E+00    6.5073800966541527E-04    6.4971448094913102E-04    3.4762726980534016E-05    3.4762787599641284E-05    1.6356881383158200E+01    1.3853624100282595E+01    1.7064554051985509E-01    7.8209838582175872E+17    7.8209838582175872E+17    7.8209838582175872E+17    7.8209838582175872E+17
