#               time[s]          Temperature [GK]                tau_ga [s]                tau_ag [s]                tau_ng [s]                tau_gn [s]                tau_pg [s]                tau_gp [s]                tau_np [s]                tau_pn [s]                tau_an [s]                tau_na [s]                tau_ap [s]                tau_pa [s]              tau_beta [s]             tau_alpha [s]             tau_nfiss [s]             tau_sfiss [s]             tau_bfiss [s]
 4.9100499874244730E-01    6.9999999929999071E+00    7.6013812287687255E-06    7.5887459409555820E-06    6.8929841352769214E-12    6.5989883700735015E-12    4.1871564541292571E-07    4.1878363519335078E-07    9.8828730583602979E-10    9.9638940148765468E-10    9.0099284611044816E-10    8.9881330406485015E-10    1.7116014654338712E-06    1.6747902194445875E-06    1.0680714570270347E+00    4.4499166331287332E+18    4.4499166331287332E+18    4.4499166331287332E+18    4.4499166331287332E+18
 4.9100499874248560E-01    6.9999999929989407E+00    7.6043886325248528E-06    7.5883315683868603E-06    6.8995300126790836E-12    6.8071711280539668E-12    4.1858680878025806E-07    4.1876075311675566E-07    9.8973676173973596E-10    9.9629703961862260E-10    9.0091124363177493E-10    9.0027572071709009E-10    1.7087694538384160E-06    1.6767727065101100E-06    1.0683562637059072E+00    4.4499168904633083E+18    4.4499168904633083E+18    4.4499168904633083E+18    4.4499168904633083E+18
 4.9100499874256059E-01    6.9999999929970471E+00    7.6089039296042694E-06    7.5885453861170239E-06    6.9056448747973149E-12    6.9322950596904312E-12    4.1844306071212682E-07    4.1875240769438539E-07    9.9105828143599390E-10    9.9611941768922274E-10    9.0080091967794012E-10    9.0116888144557833E-10    1.7071333368931850E-06    1.6787112506980363E-06    1.0685308728737370E+00    4.4499168703722573E+18    4.4499168703722573E+18    4.4499168703722573E+18    4.4499168703722573E+18
 4.9100499874271847E-01    6.9999999929930601E+00    7.6142673769116289E-06    7.5893048949418148E-06    6.9134071842670330E-12    6.9672116233019354E-12    4.1827458120644665E-07    4.1892268681894650E-07    9.9277944920998646E-10    9.9580406088096401E-10    9.0069357265591575E-10    9.0127491969453195E-10    1.7069537132301027E-06    1.6807428215702298E-06    1.0685264259888594E+00    4.4499163935516877E+18    4.4499163935516877E+18    4.4499163935516877E+18    4.4499163935516877E+18
 4.9100499874321812E-01    6.9999999929804426E+00    7.6199748371357743E-06    7.5908851467958482E-06    6.9285192669299424E-12    6.9630111097483389E-12    4.1819950247185613E-07    4.2033186283250399E-07    9.9756040953555378E-10    9.9564078790925250E-10    9.0064471377908299E-10    9.0146170994262941E-10    1.7074113656294153E-06    1.6839406979280483E-06    1.0683184121297946E+00    4.4499144815805527E+18    4.4499144815805527E+18    4.4499144815805527E+18    4.4499144815805527E+18
 4.9100499875372489E-01    6.9999999927151118E+00    7.6035553116289784E-06    7.5986230343224408E-06    6.9415141925633240E-12    6.9417583798998459E-12    4.2216237926246218E-07    4.2329228210473863E-07    1.0051686405568370E-09    1.0045812079816647E-09    9.0108831727324874E-10    9.0147267667448975E-10    1.7166914225292794E-06    1.6880030733242377E-06    1.0680832406624381E+00    4.4498751433635548E+18    4.4498751433635548E+18    4.4498751433635548E+18    4.4498751433635548E+18
 4.9100500218763754E-01    6.9999999059978011E+00    7.6599041355611724E-06    7.6441034143818095E-06    6.8257590873853035E-12    6.8257859357504207E-12    4.2095034209503883E-07    4.2149302130909021E-07    1.0003674590886653E-09    1.0003702580036780E-09    9.0690438469836873E-10    9.0715492147672358E-10    1.6961511365615957E-06    1.6942044509415579E-06    1.0652414582022256E+00    4.4383510998260168E+18    4.4383510998260168E+18    4.4383510998260168E+18    4.4383510998260168E+18
 4.9100848953842713E-01    6.9999118397563258E+00    7.6659651384324530E-06    7.6527151485300884E-06    6.8141595485803794E-12    6.8141593858301002E-12    4.2131787350455781E-07    4.2189712588005944E-07    1.0009300573518572E-09    1.0009330333884757E-09    9.0801865971213449E-10    9.0801822832264233E-10    1.6965309769699373E-06    1.6957242881651881E-06    1.0649857440890409E+00    4.4371905021850158E+18    4.4371905021850158E+18    4.4371905021850158E+18    4.4371905021850158E+18
 4.9232099235781845E-01    6.9668456954820437E+00    7.8496895246066002E-06    7.8361223404386635E-06    6.2277802759456554E-12    6.2277801683734453E-12    4.4707295449305075E-07    4.4766216682574589E-07    1.0613303387834115E-09    1.0613332121265187E-09    9.2379343846454329E-10    9.2379292653066833E-10    1.8755791369318241E-06    1.8744865487873221E-06    1.0260585471969077E+00    4.1725762240728924E+18    4.1725762240728924E+18    4.1725762240728924E+18    4.1725762240728924E+18
 4.9405293509301440E-01    6.9234514460718461E+00    8.0844002376524186E-06    8.0703871829871950E-06    5.5326228769854859E-12    5.5326227942478251E-12    4.7954465619269938E-07    4.8014077449223505E-07    1.1428366543197044E-09    1.1428395729129996E-09    9.4392316363754308E-10    9.4392270329522226E-10    2.1521352633442908E-06    2.1505305816708118E-06    9.6828124442207264E-01    3.8131935455401933E+18    3.8131935455401933E+18    3.8131935455401933E+18    3.8131935455401933E+18
