#               time[s]          Temperature [GK]                tau_ga [s]                tau_ag [s]                tau_ng [s]                tau_gn [s]                tau_pg [s]                tau_gp [s]                tau_np [s]                tau_pn [s]                tau_an [s]                tau_na [s]                tau_ap [s]                tau_pa [s]              tau_beta [s]             tau_alpha [s]             tau_nfiss [s]             tau_sfiss [s]             tau_bfiss [s]
 5.1618474226771172E-01    6.9999999929996495E+00    8.8052666573352894E-06    8.7901924913939340E-06    9.2330446209190922E-12    8.9344932361490053E-12    4.4004511585284803E-07    4.4025582822981889E-07    1.1009012040214301E-09    1.1080720802649392E-09    1.0723704925703608E-09    1.0708591192865689E-09    1.8153916257201724E-06    1.7869289777528702E-06    1.2269418310417610E+00    5.1035144371528950E+18    5.1035144371528950E+18    5.1035144371528950E+18    5.1035144371528950E+18
 5.1618474226777322E-01    6.9999999929981724E+00    8.8094620922733064E-06    8.7898014848963955E-06    9.2442269205487585E-12    9.2051977942494823E-12    4.3991823063834862E-07    4.4020591200128102E-07    1.1023142965462213E-09    1.1079729601813474E-09    1.0722235625108885E-09    1.0724724924594996E-09    1.8132046859559709E-06    1.7891327680987840E-06    1.2272034589626424E+00    5.1035145359425495E+18    5.1035145359425495E+18    5.1035145359425495E+18    5.1035145359425495E+18
 5.1618474226789590E-01    6.9999999929952255E+00    8.8153196443673131E-06    8.7903890767682270E-06    9.2538956559075174E-12    9.3064200539722290E-12    4.3978082578786983E-07    4.4018299068982126E-07    1.1034203923384855E-09    1.1077544312630073E-09    1.0720739077918648E-09    1.0729256872205848E-09    1.8125843840682807E-06    1.7909850347436113E-06    1.2272899339213363E+00    5.1035141457117286E+18    5.1035141457117286E+18    5.1035141457117286E+18    5.1035141457117286E+18
 5.1618474226815958E-01    6.9999999929888919E+00    8.8217313492523708E-06    8.7914797750509249E-06    9.2666105688958657E-12    9.3201086744573958E-12    4.3962297769594161E-07    4.4060759036160802E-07    1.1058868832164128E-09    1.1074173349516264E-09    1.0719853595157293E-09    1.0728438058917107E-09    1.8128463047728113E-06    1.7929420243919410E-06    1.2272248488604864E+00    5.1035131447568947E+18    5.1035131447568947E+18    5.1035131447568947E+18    5.1035131447568947E+18
 5.1618474226969235E-01    6.9999999929520715E+00    8.8187927823048518E-06    8.7959783880500911E-06    9.2918161423122861E-12    9.3040948862935217E-12    4.4030085560384330E-07    4.4342848779646599E-07    1.1139387906582808E-09    1.1089786226836025E-09    1.0721191653266442E-09    1.0735733939391801E-09    1.8147870018383618E-06    1.7964348203521387E-06    1.2270030555570082E+00    5.1035044369920850E+18    5.1035044369920850E+18    5.1035044369920850E+18    5.1035044369920850E+18
 5.1618474248401280E-01    6.9999999878038075E+00    8.8395616131805735E-06    8.8059973322977356E-06    9.2544038178072223E-12    9.2546991593762882E-12    4.4159567034197748E-07    4.4195367670709781E-07    1.1123591512653682E-09    1.1123717951319291E-09    1.0729508236634213E-09    1.0746847009563909E-09    1.8083338463237227E-06    1.7988529215328678E-06    1.2268214289272343E+00    5.1022839038314844E+18    5.1022839038314844E+18    5.1022839038314844E+18    5.1022839038314844E+18
 5.1618493305325841E-01    6.9999954100757771E+00    8.8632280789672605E-06    8.8479824380585519E-06    9.1495619529246436E-12    9.1495616509865981E-12    4.4224876054698686E-07    4.4291239444650907E-07    1.1122612939427264E-09    1.1122652478934672E-09    1.0790416125252159E-09    1.0790411504410394E-09    1.8041966286539984E-06    1.8035907026753778E-06    1.2245229857869995E+00    5.0934385475862108E+18    5.0934385475862108E+18    5.0934385475862108E+18    5.0934385475862108E+18
 5.1638007596074254E-01    6.9953093872945766E+00    8.9332905000544866E-06    8.9179457351106142E-06    9.0623519771307756E-12    9.0623516940840134E-12    4.4923528030475816E-07    4.4990618404570686E-07    1.1277483643771158E-09    1.1277523368920577E-09    1.0864285216947357E-09    1.0864281070303670E-09    1.8337361991617579E-06    1.8330991193849290E-06    1.2226678261485846E+00    5.0695275520611164E+18    5.0695275520611164E+18    5.0695275520611164E+18    5.0695275520611164E+18
 5.1888447642914781E-01    6.9354482286679469E+00    8.9713830188078181E-06    8.9558041935878122E-06    7.4946590763952406E-12    7.4946589248436080E-12    4.7884664479213894E-07    4.7951419645328308E-07    1.2030689953261997E-09    1.2030727313837377E-09    1.0761195180350105E-09    1.0761189579287829E-09    2.1310897499232589E-06    2.1300859583047081E-06    1.1312854371401122E+00    4.4813667089496643E+18    4.4813667089496643E+18    4.4813667089496643E+18    4.4813667089496643E+18
 5.2133772011761870E-01    6.8773065313824260E+00    9.2607256010628762E-06    9.2445510923483758E-06    6.3580589800316996E-12    6.3580588874279156E-12    5.2337752935033839E-07    5.2405532643729149E-07    1.3208531745672239E-09    1.3208569614285505E-09    1.0986392760434861E-09    1.0986386897275962E-09    2.5494958853134743E-06    2.5478467174134168E-06    1.0455549419810317E+00    3.9657630885333002E+18    3.9657630885333002E+18    3.9657630885333002E+18    3.9657630885333002E+18
